7234.MY,MESB Bhd
7235.MY,Superlon Holdings Berhad
7237.MY,Power Root Berhad
7239.MY,Scanwolf Corporation Berhad
7240.MY,Voir Holdings Berhad
7241.MY,BHS Industries Bhd
7243.MY,Bio Osmo Berhad
7245.MY,WZ Satu Berhad
7245PA.MY,Citaglobal Bhd
7246.MY,Signature International Berhad
7247.MY,SCGM Bhd
7248.MY,SLP Resources Berhad
7249.MY,EWEIN
7250.MY,Uzma Berhad
7251.MY,Barakah Offshore Petroleum Berhad
7252.MY,Teo Seng Capital Berhad
7253.MY,Handal Resources Berhad
7277.MY,Dialog Group Berhad
7285.MY,Tomypak Holdings Bhd
7293.MY,Yinson Holdings Berhad
7315.MY,AHB Holdings Berhad
7323.MY,Ken Holdings Bhd
7374.MY,Tien Wah Press Holdings Bhd
7382.MY,Golden Land Berhad
7412.MY,SHH Resources Holdings Bhd
7439.MY,Teck Guan Perdana Bhd
7471.MY,Eden Inc. Berhad
7498.MY,RALCO
7501.MY,Harn Len Corporation Bhd
7528.MY,DKLS Industries Bhd
7579.MY,AWC Berhad
7595.MY,ML Global Berhad
7609.MY,Ajiya Berhad
7617.MY,MAGNA
7668.MY,Hai-O Enterprise Bhd
7676.MY,Gunung Capital Bhd
7692.MY,Widetech Malaysia Bhd
7722.MY,Asia Brands Berhad
7757.MY,UPA
7765.MY,Rapid Synergy Bhd
7773.MY,EP Manufacturing Bhd
7803.MY,Rubberex Corp. M Bhd
7811.MY,Sapura Industrial Bhd
7854.MY,TIMWELL
7889.MY,Thriven Global Berhad
7935.MY,MILUX
7943.MY,SNC
7986.MY,CN Asia Corp.Bhd
8044.MY,CFM
8052.MY,CGB
8079.MY,Lee Swee Kiat Group Bhd
8117.MY,Poly Glass Fibre M Bhd
8125.MY,Daibochi Plastic & Packaging Industry Bhd
8133.MY,Boustead Heavy Industries Corporation Bhd
8141.MY,Majuperak Holdings Bhd
8176.MY,Denko Industrial Corp. Bhd
8192.MY,Mercury Industries Bhd
8206.MY,Eco World Development Group Berhad
8273.MY,Public Packages Holdings Bhd
8303.MY,Kuantan Flour Mills Bhd
8311.MY,Pesona Metro Holdings Berhad
8338.MY,Dataprep Holdings Bhd
8346.MY,Perak Corp. Bhd
8362.MY,KYM
8397.MY,Tiong Nam Logistics Holdings Bhd
8419.MY,Pansar Bhd
8419PA.MY,Pansar Bhd
8435.MY,CEPCO
8443.MY,HIL Industries Bhd
8478.MY,HWA TAI Industries Bhd
8486.MY,Lion Forest Industries Berhad
8494.MY,LBI Capital Bhd
8524.MY,TALIWRK
8532.MY,Sinotop Holdings Berhad
8567.MY,Salcon Bhd
8583.MY,Mah Sing Group Bhd
8591.MY,Crest Builder Holdings Bhd
8605.MY,Federal Furniture Holdings M Bhd
8613.MY,ENRA Group Berhad
8621.MY,LPI Capital Bhd
8648.MY,Jasa Kita Bhd
8664.MY,S P Setia Berhad
8664PA.MY,SPSETIA-PA
8664PC.MY,SPSETIA-PC
8702.MY,Texchem Resources Bhd
8745.MY,Leweko Resources Bhd
8834.MY,IREKA
8869.MY,Press Metal Bhd
8877.MY,Ekovest Berhad
8885.MY,Reliance Pacific Bhd
8893.MY,MKLAND
8907.MY,EG Industries Berhad
8923.MY,Jiankun International Berhad
8966.MY,Prolexus Bhd
8982.MY,Cepatwawasan Group Bhd
9008.MY,OMESTI
9008PB.MY,Omesti Bhd
9016.MY,Eksons Corporation Berhad
9059.MY,TSH Resources Berhad
9075.MY,Theta Edge Berhad
9083.MY,Kumpulan Jetson Bhd
9091.MY,Emico Holdings Berhad
9113.MY,Sanbumi Holdings Berhad
9121.MY,KPSCB
9148.MY,Advanced Packaging Technology M Bhd
9172.MY,Formosa Prosonic Industries Berhad
9199.MY,Lysaght Galvanized Steel Bhd
9237.MY,Sarawak Consolidated Industries Berhad
9261.MY,Gadang Holdings Berhad
9288.MY,Bonia Corporation Berhad
9296.MY,RCE Capital Berhad
9318.MY,Fitters Diversified Berhad
9326.MY,LB Aluminium Bhd
9334.MY,KESM Industries Bhd
9369.MY,Teo Guan Lee Corp. Bhd
9377.MY,FSBM
9385.MY,Lay Hong Berhad
9393.MY,ITRONIC
9407.MY,Paragon Union Bhd
9423.MY,Chee Wah Corp. Bhd
9431.MY,SJC
9466.MY,KKB Engineering Bhd
9539.MY,Multi-Usage Holdings Bhd
9571.MY,Mitrajaya Holdings Bhd
9598.MY,Pintaras Jaya Bhd
9601.MY,Ho Wah Genting Bhd
9628.MY,LEBTECH
9679.MY,WCT Holdings Berhad
9687.MY,Ideal United Bintang Berhad
9695.MY,PLS
9717.MY,Sycal Ventures Berhad
9741.MY,ROHAS
9776.MY,Farm&apos;s Best Bhd
9792.MY,SEG International Bhd
9822.MY,SAM Engineering & Equipment 
9873.MY,Prestar Resources Bhd
9881.MY,Leader Steel Holdings Bhd
9938.MY,Bright Packaging Industry Bhd
9946.MY,Rex Industry Berhad
9954.MY,Asia Knight Berhad
9962.MY,Gromutual Bhd
9997.MY,Pensonic Holdings Bhd
